F1,season,variety_a,variety_b,variety_c,year,best,worst,var_a,var_b,var_c,elevation,Tnmax,best1,worst1,middle1
711,Postrera-2016,INTA Precoz,INTA Ferroso,BRT 103-182,2016,C,A,Better,Worse,Worse,476,17.25,,,
712,Apante-2015,INTA Fuerte Sequia,BRT 103-182,INTA Ferroso,2015,A,B,Better,Better,Better,528,15.56333333,,,
713,Apante-2015,SJC 730-79,INTA Ferroso,INTA Precoz,2015,B,A,Worse,Better,Worse,454,15.36333333,,,
714,Apante-2015,INTA Matagalpa,ALS 0532-6,INTA Ferroso,2015,B,A,Worse,Better,Worse,445,15.49666667,,,
715,Apante-2015,INTA Precoz,INTA Matagalpa,INTA Ferroso,2015,C,A,Better,Better,Worse,753,16.09666667,,,
716,Apante-2015,INTA Rojo,INTA Ferroso,INTA Centro Sur,2015,C,A,Worse,Worse,Better,480,15.67666667,,,
717,Apante-2015,ALS 0532-6,INTA Matagalpa,BRT 103-182,2015,C,A,Worse,Worse,Better,658,15.61666667,,,
718,Apante-2015,INTA Ferroso,BRT 103-182,INTA Precoz,2016,B,C,Worse,Worse,Worse,484,15.36333333,,,
719,Apante-2015,INTA Fuerte Sequia,INTA Precoz,INTA Centro Sur,2015,A,B,Better,Worse,Worse,433,15.57666667,,,
720,Apante-2015,ALS 0532-6,INTA Centro Sur,BRT 103-182,2015,A,C,Better,Worse,Worse,753,16.09666667,,,
721,Apante-2015,ALS 0532-6,BRT 103-182,PM2 Don Rey,2015,C,A,Worse,Worse,Better,506,16.04333333,,,
722,Apante-2015,INTA Centro Sur,INTA Rojo,INTA Fuerte Sequia,2015,B,C,Worse,Better,Worse,682,15.26333333,,,
723,Apante-2015,ALS 0532-6,INTA Centro Sur,PM2 Don Rey,2015,A,C,Better,Worse,Worse,612,16.00333333,,,
724,Apante-2015,INTA Precoz,INTA Matagalpa,INTA Fuerte Sequia,2015,C,A,Worse,Worse,Better,753,16.09666667,,,
725,Apante-2015,ALS 0532-6,BRT 103-182,INTA Ferroso,2015,C,A,Worse,Worse,Better,512,15.78333333,,,
726,Apante-2015,INTA Centro Sur,PM2 Don Rey,INTA Ferroso,2016,C,A,Worse,Worse,Better,445,15.49666667,,,
727,Apante-2015,INTA Centro Sur,INTA Precoz,INTA Ferroso,2015,A,B,Worse,Better,Worse,778,15.72333333,,,
728,Apante-2015,INTA Ferroso,INTA Centro Sur,BRT 103-182,2015,A,C,Better,Worse,Worse,424,15.63,,,
729,Apante-2015,INTA Precoz,INTA Fuerte Sequia,PM2 Don Rey,2015,A,C,Better,Better,Better,433,15.57666667,,,
730,Apante-2015,INTA Rojo,INTA Precoz,INTA Matagalpa,2016,A,B,Better,Worse,Worse,517,15.87,,,
731,Apante-2015,ALS 0532-6,BRT 103-182,INTA Centro Sur,2016,A,C,Better,Worse,Worse,517,15.87,,,
732,Apante-2015,INTA Fuerte Sequia,INTA Ferroso,INTA Centro Sur,2015,A,B,Better,Worse,Worse,691,15.59666667,,,
733,Apante-2015,INTA Matagalpa,SJC 730-79,INTA Rojo,2015,C,A,Better,Better,Worse,482,15.49666667,,,
734,Apante-2015,INTA Matagalpa,SJC 730-79,INTA Ferroso,2016,A,C,Better,Worse,Worse,454,15.36333333,,,
735,Apante-2015,INTA Rojo,INTA Fuerte Sequia,INTA Centro Sur,2015,B,C,Worse,Better,Worse,445,15.49666667,,,
736,Apante-2015,INTA Fuerte Sequia,INTA Centro Sur,BRT 103-182,2015,C,A,Worse,Worse,Worse,454,15.36333333,,,
737,Apante-2015,INTA Matagalpa,INTA Precoz,INTA Centro Sur,2015,C,B,Worse,Worse,Better,517,15.87,,,
738,Apante-2015,INTA Ferroso,ALS 0532-6,SJC 730-79,2015,A,B,Better,Worse,Worse,458,15.49666667,,,
739,Apante-2015,INTA Precoz,BRT 103-182,INTA Rojo,2015,B,C,Worse,Better,Worse,638,15.73666667,,,
740,Apante-2015,SJC 730-79,INTA Centro Sur,PM2 Don Rey,2016,C,B,Worse,Worse,Worse,517,15.87,,,
741,Apante-2015,INTA Centro Sur,SJC 730-79,ALS 0532-6,2015,A,C,Better,Worse,Worse,504,15.65666667,,,
742,Apante-2016,INTA Rojo,INTA Ferroso,SJC 730-79,2016,C,A,Worse,Worse,Better,1036,14.26333333,,,
743,Apante-2015,INTA Centro Sur,PM2 Don Rey,INTA Fuerte Sequia,2015,B,C,Worse,Better,Worse,452,15.66333333,,,
744,Apante-2015,ALS 0532-6,BRT 103-182,INTA Rojo,2015,C,A,Worse,Worse,Better,513,15.82333333,,,
745,Apante-2015,INTA Rojo,INTA Matagalpa,INTA Precoz,2015,C,A,Worse,Better,Better,454,15.36333333,,,
746,Apante-2015,PM2 Don Rey,ALS 0532-6,INTA Fuerte Sequia,2015,C,B,Better,Better,Better,609,15.41666667,,,
747,Apante-2015,ALS 0532-6,INTA Rojo,BRT 103-182,2015,B,A,Worse,Worse,Better,615,15.81,,,
748,Apante-2015,PM2 Don Rey,BRT 103-182,ALS 0532-6,2015,B,A,Worse,Better,Worse,542,15.53,,,
749,Apante-2015,PM2 Don Rey,INTA Rojo,INTA Precoz,2016,B,A,Worse,Better,Worse,482,15.49666667,,,
750,Apante-2015,INTA Rojo,INTA Fuerte Sequia,SJC 730-79,2015,B,A,Better,Better,Better,445,15.49666667,,,
751,Apante-2015,INTA Matagalpa,ALS 0532-6,INTA Centro Sur,2015,C,A,Worse,Worse,Better,458,15.49666667,,,
752,Apante-2015,SJC 730-79,INTA Rojo,INTA Centro Sur,2015,B,C,Worse,Better,Worse,521,15.54333333,,,
753,Apante-2016,ALS 0532-6,INTA Precoz,PM2 Don Rey,2016,A,C,Better,Worse,Worse,1036,14.26333333,,,
754,Apante-2015,INTA Precoz,SJC 730-79,ALS 0532-6,2015,C,A,Worse,Worse,Better,564,15.61666667,,,
755,Apante-2015,INTA Matagalpa,BRT 103-182,INTA Rojo,2015,B,A,Worse,Better,Worse,696,15.53,,,
756,Apante-2015,INTA Ferroso,INTA Matagalpa,INTA Rojo,2016,A,C,Better,Better,Better,484,15.55666667,,,
757,Apante-2015,INTA Ferroso,ALS 0532-6,INTA Centro Sur,2015,C,B,Worse,Worse,Better,335,16.55,,,
758,Apante-2015,SJC 730-79,INTA Fuerte Sequia,INTA Centro Sur,2015,A,B,Better,Worse,Worse,452,15.66333333,,,
759,Apante-2015,INTA Precoz,BRT 103-182,INTA Rojo,2015,B,A,Worse,Better,Worse,473,15.35,,,
760,Apante-2015,INTA Fuerte Sequia,BRT 103-182,INTA Centro Sur,2015,B,A,Worse,Better,Worse,517,15.87,,,
761,Apante-2015,PM2 Don Rey,SJC 730-79,INTA Rojo,2015,C,A,Better,Better,Better,454,15.36333333,,,
762,Apante-2015,PM2 Don Rey,ALS 0532-6,SJC 730-79,2015,B,A,Worse,Better,Worse,521,15.54333333,,,
763,Apante-2015,INTA Matagalpa,INTA Rojo,PM2 Don Rey,2015,B,C,Worse,Better,Worse,758,16.01666667,,,
764,Apante-2015,PM2 Don Rey,ALS 0532-6,INTA Ferroso,2016,B,C,Worse,Better,Worse,506,16.04333333,,,
765,Apante-2015,INTA Rojo,SJC 730-79,ALS 0532-6,2015,A,C,Better,Worse,Worse,452,15.66333333,,,
766,Apante-2015,ALS 0532-6,BRT 103-182,INTA Precoz,2015,C,A,Worse,Better,Worse,778,15.72333333,,,
767,Apante-2015,INTA Matagalpa,INTA Rojo,PM2 Don Rey,2015,B,A,Worse,Better,Worse,603,15.59666667,,,
768,Apante-2015,SJC 730-79,ALS 0532-6,BRT 103-182,2015,C,A,Worse,Worse,Better,482,15.49666667,,,
769,Apante-2015,INTA Rojo,SJC 730-79,INTA Matagalpa,2015,C,B,Worse,Worse,Worse,454,15.36333333,,,
770,Apante-2015,INTA Centro Sur,BRT 103-182,INTA Precoz,2015,A,C,Better,Worse,Worse,528,15.56333333,,,
771,Apante-2015,INTA Matagalpa,SJC 730-79,ALS 0532-6,2015,C,A,Worse,Worse,Better,538,15.68333333,,,
772,Apante-2015,INTA Ferroso,INTA Matagalpa,INTA Rojo,2015,B,C,Worse,Better,Worse,482,15.49666667,,,
773,Apante-2015,PM2 Don Rey,BRT 103-182,SJC 730-79,2015,B,A,Better,Worse,Worse,515,15.89,,,
774,Apante-2015,INTA Precoz,SJC 730-79,BRT 103-182,2016,B,C,Worse,Better,Worse,598,15.29666667,,,
775,Apante-2015,ALS 0532-6,BRT 103-182,INTA Ferroso,2015,B,C,Worse,Better,Worse,509,15.87666667,,,
776,Apante-2015,INTA Fuerte Sequia,INTA Matagalpa,INTA Ferroso,2015,A,C,Better,Worse,Worse,595,16.28333333,,,
777,Apante-2015,SJC 730-79,INTA Centro Sur,BRT 103-182,2015,A,C,Better,Worse,Worse,433,15.57666667,,,
778,Apante-2015,INTA Rojo,INTA Precoz,SJC 730-79,2015,C,A,Worse,Worse,Worse,454,15.36333333,,,
779,Apante-2016,ALS 0532-6,INTA Centro Sur,BRT 103-182,2016,B,A,Worse,Better,Worse,505,15.74333333,,,
780,Apante-2015,INTA Centro Sur,INTA Precoz,SJC 730-79,2015,C,B,Worse,Worse,Better,690,15.99666667,,,
781,Apante-2015,INTA Centro Sur,INTA Precoz,INTA Fuerte Sequia,2016,A,B,Better,Worse,Worse,472,15.50333333,,,
782,Apante-2015,INTA Matagalpa,BRT 103-182,PM2 Don Rey,2015,B,A,Worse,Better,Worse,488,15.94333333,,,
783,Apante-2016,BRT 103-182,INTA Centro Sur,INTA Matagalpa,2016,A,B,Better,Worse,Better,505,15.74333333,,,
784,Apante-2016,INTA Precoz,INTA Fuerte Sequia,SJC 730-79,2016,C,A,Worse,Better,Better,505,15.74333333,,,
785,Apante-2016,INTA Centro Sur,INTA Rojo,INTA Ferroso,2016,A,C,Better,Worse,Better,696,15.53,,,
786,Apante-2016,INTA Ferroso,INTA Matagalpa,INTA Precoz,2016,B,C,Better,Better,Better,388,15.57666667,,,
787,Apante-2016,ALS 0532-6,INTA Ferroso,BRT 103-182,2016,A,C,Better,Better,Worse,696,15.53,,,
788,Apante-2016,INTA Rojo,SJC 730-79,ALS 0532-6,2016,B,A,Better,Better,Worse,505,15.74333333,,,
789,Apante-2016,INTA Centro Sur,INTA Precoz,PM2 Don Rey,2016,B,C,Better,Better,Better,505,15.74333333,,,
790,Apante-2015,ALS 0532-6,INTA Centro Sur,INTA Matagalpa,2015,B,A,Worse,Better,Worse,482,15.74333333,,,
791,Apante-2015,ALS 0532-6,INTA Rojo,INTA Ferroso,2015,B,A,Worse,Better,Worse,433,15.57666667,,,
792,Apante-2016,INTA Precoz,INTA Fuerte Sequia,INTA Centro Sur,2016,C,A,Worse,Worse,Better,1036,14.26333333,,,
793,Apante-2016,INTA Fuerte Sequia,PM2 Don Rey,INTA Matagalpa,2016,A,C,Better,Worse,Worse,1036,14.26333333,,,
794,Apante-2015,BRT 103-182,INTA Rojo,INTA Fuerte Sequia,2015,B,A,Worse,Better,Worse,512,15.78333333,,,
795,Apante-2015,INTA Fuerte Sequia,INTA Precoz,INTA Rojo,2015,A,B,Worse,Worse,Worse,494,15.47,,,
796,Apante-2016,INTA Rojo,ALS 0532-6,INTA Ferroso,2016,B,C,Better,Better,Better,505,15.74333333,,,
797,Apante-2015,INTA Centro Sur,SJC 730-79,INTA Ferroso,2015,A,C,Better,Worse,Worse,560,16.27666667,,,
798,Apante-2015,SJC 730-79,INTA Rojo,INTA Centro Sur,2016,C,B,Worse,Worse,Worse,597,16.19666667,,,
799,Apante-2015,PM2 Don Rey,INTA Matagalpa,INTA Fuerte Sequia,2015,C,A,Worse,Better,Better,454,15.36333333,,,
800,Apante-2015,INTA Matagalpa,INTA Centro Sur,INTA Ferroso,2015,C,A,Worse,Worse,Better,445,15.49666667,,,
801,Apante-2015,INTA Precoz,SJC 730-79,INTA Ferroso,2015,A,C,Better,Worse,Worse,753,16.09666667,,,
802,Apante-2015,INTA Rojo,INTA Matagalpa,INTA Fuerte Sequia,2015,C,A,Worse,Worse,Worse,454,15.36333333,,,
803,Apante-2016,INTA Rojo,INTA Centro Sur,INTA Precoz,2016,A,C,Better,Worse,Worse,737,14.90333333,,,
804,Apante-2016,SJC 730-79,ALS 0532-6,BRT 103-182,2016,A,C,Better,Worse,Worse,1036,14.26333333,,,
805,Apante-2015,INTA Centro Sur,INTA Rojo,PM2 Don Rey,2015,C,B,Better,Better,Better,454,15.36333333,,,
806,Apante-2015,INTA Fuerte Sequia,PM2 Don Rey,INTA Ferroso,2015,A,C,Better,Worse,Worse,720,15.86333333,,,
807,Apante-2015,BRT 103-182,ALS 0532-6,INTA Precoz,2015,C,A,Better,Better,Better,454,15.36333333,,,
808,Apante-2015,BRT 103-182,SJC 730-79,PM2 Don Rey,2016,A,B,Better,Worse,Worse,513,15.82333333,,,
809,Apante-2015,INTA Ferroso,INTA Rojo,INTA Fuerte Sequia,2015,A,B,Worse,Worse,Better,454,15.36333333,,,
810,Apante-2015,INTA Ferroso,INTA Fuerte Sequia,SJC 730-79,2015,A,C,Better,Worse,Worse,547,15.81,,,
811,Apante-2015,INTA Fuerte Sequia,BRT 103-182,INTA Matagalpa,2015,B,A,Worse,Better,Worse,580,15.39666667,,,
812,Apante-2015,INTA Rojo,INTA Fuerte Sequia,INTA Ferroso,2015,A,C,Better,Worse,Worse,580,15.39666667,,,
813,Apante-2015,ALS 0532-6,SJC 730-79,INTA Fuerte Sequia,2015,C,A,Worse,Worse,Better,505,15.74333333,,,
814,Apante-2016,INTA Centro Sur,INTA Precoz,BRT 103-182,2016,A,C,Better,Worse,Worse,1036,14.26333333,,,
815,Apante-2015,SJC 730-79,ALS 0532-6,INTA Centro Sur,2015,B,C,Worse,Better,Worse,499,16.39,,,
816,Apante-2015,INTA Precoz,INTA Matagalpa,INTA Rojo,2015,B,C,Worse,Better,Worse,573,15.55,,,
817,Apante-2015,SJC 730-79,ALS 0532-6,INTA Matagalpa,2015,C,B,Better,Better,Better,454,15.36333333,,,
818,Apante-2015,INTA Ferroso,PM2 Don Rey,ALS 0532-6,2015,B,C,Worse,Better,Worse,433,15.57666667,,,
819,Apante-2015,INTA Centro Sur,INTA Ferroso,INTA Fuerte Sequia,2015,C,A,Worse,Worse,Better,606,15.55666667,,,
820,Apante-2016,INTA Precoz,INTA Matagalpa,INTA Fuerte Sequia,2016,B,A,Worse,Better,Worse,1036,14.26333333,,,
821,Apante-2016,BRT 103-182,PM2 Don Rey,INTA Fuerte Sequia,2016,C,A,Worse,Worse,Better,1036,14.26333333,,,
822,Apante-2016,BRT 103-182,INTA Centro Sur,INTA Ferroso,2016,A,C,Better,Worse,Worse,1036,14.26333333,,,
823,Apante-2015,INTA Ferroso,INTA Precoz,INTA Matagalpa,2015,A,B,Better,Worse,Worse,458,15.49666667,,,
824,Apante-2015,INTA Rojo,SJC 730-79,INTA Precoz,2015,B,A,Worse,Better,Worse,507,16.19666667,,,
825,Apante-2015,ALS 0532-6,PM2 Don Rey,BRT 103-182,2015,C,A,Worse,Worse,Better,517,15.87,,,
826,Apante-2015,INTA Fuerte Sequia,PM2 Don Rey,INTA Matagalpa,2015,A,C,Better,Worse,Worse,555,15.33,,,
827,Apante-2015,INTA Matagalpa,INTA Ferroso,INTA Precoz,2015,B,A,Worse,Better,Worse,637,15.63666667,,,
828,Apante-2016,PM2 Don Rey,SJC 730-79,INTA Ferroso,2016,B,A,Worse,Better,Worse,1036,14.26333333,,,
829,Apante-2015,INTA Fuerte Sequia,INTA Ferroso,PM2 Don Rey,2016,A,B,Better,Worse,Worse,489,15.94333333,,,
830,Apante-2015,INTA Rojo,INTA Matagalpa,BRT 103-182,2016,B,C,Worse,Better,Worse,541,15.37666667,,,
831,Apante-2015,SJC 730-79,INTA Matagalpa,INTA Precoz,2016,C,B,Worse,Worse,Better,568,15.57,,,
832,Apante-2015,BRT 103-182,INTA Fuerte Sequia,INTA Rojo,2015,C,A,Worse,Worse,Better,796,15.89666667,,,
833,Apante-2015,INTA Ferroso,ALS 0532-6,PM2 Don Rey,2015,A,C,Better,Worse,Worse,513,15.82333333,,,
834,Apante-2015,INTA Ferroso,ALS 0532-6,INTA Centro Sur,2015,B,C,Worse,Better,Worse,668,16.26333333,,,
835,Apante-2015,INTA Matagalpa,INTA Fuerte Sequia,BRT 103-182,2015,C,A,Worse,Worse,Better,458,15.48333333,,,
836,Apante-2015,PM2 Don Rey,INTA Precoz,INTA Rojo,2015,B,C,Worse,Better,Worse,656,15.93666667,,,
837,Apante-2015,BRT 103-182,INTA Rojo,INTA Precoz,2016,B,C,Better,Better,Worse,433,15.57666667,,,
838,Apante-2015,INTA Fuerte Sequia,INTA Matagalpa,ALS 0532-6,2016,C,A,Worse,Worse,Better,647,15.45,,,
839,Apante-2015,INTA Precoz,INTA Centro Sur,PM2 Don Rey,2015,B,C,Worse,Better,Worse,482,15.74333333,,,
840,Apante-2015,PM2 Don Rey,INTA Matagalpa,INTA Fuerte Sequia,2015,C,A,Worse,Worse,Better,445,15.49666667,,,
841,Apante-2015,ALS 0532-6,INTA Ferroso,INTA Fuerte Sequia,2015,B,A,Worse,Better,Worse,613,15.81666667,,,
842,Apante-2015,ALS 0532-6,INTA Matagalpa,BRT 103-182,2015,A,C,Better,Better,Better,482,15.74333333,,,
843,Apante-2016,BRT 103-182,SJC 730-79,ALS 0532-6,2016,C,A,Worse,Worse,Better,1036,14.26333333,,,
844,Apante-2015,INTA Centro Sur,INTA Rojo,INTA Fuerte Sequia,2015,A,B,Better,Worse,Worse,472,15.50333333,,,
845,Apante-2015,BRT 103-182,INTA Precoz,INTA Ferroso,2015,C,A,Worse,Better,Better,592,15.69,,,
846,Apante-2015,INTA Fuerte Sequia,INTA Ferroso,INTA Centro Sur,2015,C,A,Worse,Worse,Worse,454,15.36333333,,,
847,Apante-2016,PM2 Don Rey,SJC 730-79,INTA Centro Sur,2016,C,B,Worse,Worse,Better,1036,14.26333333,,,
848,Apante-2015,INTA Centro Sur,SJC 730-79,PM2 Don Rey,2016,C,A,Better,Worse,Worse,489,16.11666667,,,
849,Apante-2015,PM2 Don Rey,INTA Matagalpa,SJC 730-79,2015,B,C,Worse,Better,Worse,433,15.57666667,,,
850,Apante-2015,INTA Precoz,INTA Centro Sur,BRT 103-182,2015,C,A,Worse,Worse,Better,733,15.86333333,,,
851,Apante-2015,PM2 Don Rey,INTA Ferroso,INTA Fuerte Sequia,2015,B,A,Worse,Worse,Worse,454,15.36333333,,,
852,Apante-2016,INTA Rojo,INTA Fuerte Sequia,PM2 Don Rey,2016,B,A,Worse,Better,Worse,1036,14.26333333,,,
853,Apante-2016,INTA Ferroso,INTA Fuerte Sequia,BRT 103-182,2016,A,C,Better,Better,Better,505,15.74333333,,,
854,Apante-2015,BRT 103-182,PM2 Don Rey,ALS 0532-6,2015,A,C,Better,Worse,Worse,445,15.49666667,,,
855,Apante-2015,INTA Rojo,INTA Centro Sur,INTA Precoz,2015,B,C,Worse,Better,Worse,372,18.31,,,
856,Apante-2015,INTA Centro Sur,INTA Ferroso,INTA Rojo,2015,A,C,Better,Worse,Worse,257,18.61,,,
857,Postrera-2016,INTA Matagalpa,INTA Centro Sur,INTA Precoz,2016,B,A,Worse,Better,Worse,414,16.99666667,,,
858,Apante-2015,INTA Fuerte Sequia,INTA Centro Sur,INTA Rojo,2016,B,A,Worse,Better,Worse,573,18.23666667,,,
859,Postrera-2015,INTA Precoz,PM2 Don Rey,ALS 0532-6,2015,B,A,Worse,Better,Better,289,17.13666667,,,
860,Apante-2015,PM2 Don Rey,SJC 730-79,INTA Precoz,2016,A,C,Better,Worse,Worse,563,18.27,,,
861,Postrera-2016,INTA Ferroso,PM2 Don Rey,INTA Centro Sur,2016,C,A,Worse,Worse,Better,366,17.02333333,,,
862,Postrera-2016,INTA Precoz,INTA Ferroso,INTA Rojo,2016,A,C,Better,Better,Better,285,16.91,,,
863,Postrera-2015,ALS 0532-6,INTA Matagalpa,SJC 730-79,2015,A,C,Better,Worse,Better,259,17.35,,,
864,Apante-2015,ALS 0532-6,PM2 Don Rey,SJC 730-79,2015,C,A,Worse,Worse,Better,304,18.73,,,
865,Apante-2015,BRT 103-182,PM2 Don Rey,INTA Matagalpa,2015,B,C,Worse,Better,Worse,239,18.77,,,
866,Apante-2015,INTA Precoz,ALS 0532-6,INTA Rojo,2015,A,B,Better,Worse,Worse,257,18.61,,,
867,Apante-2015,INTA Fuerte Sequia,INTA Matagalpa,INTA Rojo,2015,A,B,Better,Worse,Worse,269,16.99,,,
868,Apante-2015,INTA Ferroso,BRT 103-182,INTA Centro Sur,2015,B,A,Worse,Better,Worse,250,18.58333333,,,
869,Apante-2016,PM2 Don Rey,INTA Rojo,INTA Centro Sur,2016,A,C,Better,-9999,-9999,254,17.35,,,
870,Apante-2015,INTA Matagalpa,INTA Rojo,INTA Centro Sur,2015,C,A,Worse,Worse,Better,223,18.47,,,
871,Postrera-2016,SJC 730-79,ALS 0532-6,INTA Fuerte Sequia,2016,B,A,Worse,Better,Worse,414,16.99666667,,,
872,Apante-2015,INTA Rojo,INTA Ferroso,INTA Centro Sur,2016,B,C,Worse,Better,Worse,187,18.26333333,,,
873,Postrera-2015,INTA Matagalpa,INTA Rojo,INTA Fuerte Sequia,2015,C,A,Worse,Worse,Better,244,17.41666667,,,
874,Apante-2015,SJC 730-79,PM2 Don Rey,INTA Matagalpa,2015,B,C,Worse,Better,Worse,399,18.67,,,
875,Postrera-2015,SJC 730-79,INTA Precoz,INTA Ferroso,2015,B,A,Worse,Better,Worse,302,17.53,,,
876,Apante-2015,INTA Precoz,INTA Centro Sur,ALS 0532-6,2015,B,A,Worse,Better,Worse,203,18.59666667,,,
877,Postrera-2015,INTA Precoz,BRT 103-182,SJC 730-79,2015,A,C,Better,Worse,Better,259,17.35,,,
878,Apante-2016,SJC 730-79,ALS 0532-6,INTA Centro Sur,2016,A,C,Better,-9999,-9999,254,17.35,,,
879,Apante-2015,INTA Ferroso,INTA Matagalpa,BRT 103-182,2015,C,A,Worse,Worse,Better,426,18.59666667,,,
880,Postrera-2016,INTA Ferroso,ALS 0532-6,INTA Centro Sur,2016,B,C,Worse,Better,Worse,302,17.53,,,
881,Apante-2015,BRT 103-182,INTA Matagalpa,SJC 730-79,2015,B,C,Worse,Better,Worse,294,18.68333333,,,
882,Postrera-2015,INTA Precoz,BRT 103-182,INTA Fuerte Sequia,2015,A,C,Better,Worse,Better,254,17.39666667,,,
883,Postrera-2016,INTA Fuerte Sequia,INTA Centro Sur,INTA Ferroso,2016,B,C,Worse,Better,Worse,366,17.02333333,,,
884,Apante-2015,SJC 730-79,INTA Fuerte Sequia,INTA Rojo,2015,B,C,Worse,Better,Better,354,17.17,,,
885,Postrera-2015,INTA Precoz,INTA Fuerte Sequia,ALS 0532-6,2015,B,C,Worse,Better,Worse,264,17.30333333,,,
886,Apante-2015,PM2 Don Rey,SJC 730-79,INTA Matagalpa,2015,B,C,Worse,Better,Worse,292,17.55,,,
887,Apante-2015,SJC 730-79,INTA Rojo,INTA Fuerte Sequia,2016,B,A,Worse,Better,Worse,396,18.42333333,,,
888,Postrera-2015,INTA Matagalpa,INTA Fuerte Sequia,ALS 0532-6,2015,A,C,Better,Worse,Worse,252,16.95666667,,,
